Molecule,SMILES,CatalogID,MW,LOGP,Rotating_bonds,HB_acceptors,HB_donors,index_ID,fp_similarity,mol,mol_prepared
<rdkit.Chem.rdchem.Mol object at 0x16937fbc0>,CC(C)(C)C1OCCCC1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25526168____10803818,366.5,3.9476057723333335,5,6,3,738,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754233e0>,<rdkit.Chem.rdchem.Mol object at 0x177c51e70>
<rdkit.Chem.rdchem.Mol object at 0x16937d540>,c1ccc(Nc2nc(NCC3CCOCC34CCCC4)nc3nc[nH]c23)cc1,s_27____14720372____10803818,378.5,3.4371175966666665,5,6,3,697,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423450>,<rdkit.Chem.rdchem.Mol object at 0x177c51ee0>
<rdkit.Chem.rdchem.Mol object at 0x169338900>,c1ccc(Nc2nc(NC[C@H]3C[C@H]4O[C@@H]3[C@@H]3C[C@@H]34)nc3nc[nH]c23)cc1,s_27____15416626____10803818,348.4,2.212703246666666,5,6,3,556,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754234c0>,<rdkit.Chem.rdchem.Mol object at 0x177c51f50>
<rdkit.Chem.rdchem.Mol object at 0x16937f760>,CCOC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOC1,s_27____17757172____10803818,368.4,2.2353200713333328,8,7,3,733,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423530>,<rdkit.Chem.rdchem.Mol object at 0x177c51fc0>
<rdkit.Chem.rdchem.Mol object at 0x169338a50>,c1ccc(Nc2nc(N[C@H]3CC[C@H](OC4CCCC4)CC3)nc3nc[nH]c23)cc1,s_27____25525630____10803818,392.5,4.257326022999999,6,6,3,557,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754235a0>,<rdkit.Chem.rdchem.Mol object at 0x177c52030>
<rdkit.Chem.rdchem.Mol object at 0x16937f680>,COCC(C)(C)CCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____10210274____10803818,354.5,3.5648348909999985,9,6,3,732,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423610>,<rdkit.Chem.rdchem.Mol object at 0x177c52110>
<rdkit.Chem.rdchem.Mol object at 0x15e4ae490>,CC12CCC(Nc3nc(Nc4ccccc4)c4[nH]cnc4n3)(CC1)CO2,m_27____25557544____10803818,350.4,2.9354445950000008,4,6,3,452,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423680>,<rdkit.Chem.rdchem.Mol object at 0x177c52180>
<rdkit.Chem.rdchem.Mol object at 0x16937f300>,CCC(CC)C(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)OC,s_27____21595212____10803818,354.5,3.9931777156666657,9,6,3,728,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754236f0>,<rdkit.Chem.rdchem.Mol object at 0x177c521f0>
<rdkit.Chem.rdchem.Mol object at 0x169338cf0>,CC1([C@@H]2C[C@H]2Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCOCC1,s_27____25541396____10803818,364.5,2.8866015613333325,5,6,3,559,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423760>,<rdkit.Chem.rdchem.Mol object at 0x177c52260>
<rdkit.Chem.rdchem.Mol object at 0x16937eab0>,CC(C)(C)O[C@@H]1C[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1(C)C,s_27____10975362____10803818,380.5,3.893533604333333,6,6,3,720,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754237d0>,<rdkit.Chem.rdchem.Mol object at 0x177c522d0>
<rdkit.Chem.rdchem.Mol object at 0x1693390e0>,c1ccc(Nc2nc(NCC3CCC4COCC4O3)nc3nc[nH]c23)cc1,s_27____25523534____10803818,366.4,2.211322908333334,5,7,3,563,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423840>,<rdkit.Chem.rdchem.Mol object at 0x177c52340>
<rdkit.Chem.rdchem.Mol object at 0x1693394d0>,c1ccc(Nc2nc(NCCCOC3CCCC3)nc3nc[nH]c23)cc1,s_27____2307566____10803818,352.4,3.2146317453333335,8,6,3,567,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754238b0>,<rdkit.Chem.rdchem.Mol object at 0x177c523b0>
<rdkit.Chem.rdchem.Mol object at 0x16937dfc0>,c1ccc(Nc2nc(NCC3OC4CCC3CC4)nc3nc[nH]c23)cc1,m_27____25525608____10803818,350.4,3.1058790196666672,5,6,3,709,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423920>,<rdkit.Chem.rdchem.Mol object at 0x177c52420>
<rdkit.Chem.rdchem.Mol object at 0x16933a260>,OCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25521530____10803818,353.4,1.183649763000001,7,7,4,580,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423990>,<rdkit.Chem.rdchem.Mol object at 0x177c520a0>
<rdkit.Chem.rdchem.Mol object at 0x16937d620>,COC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC(C)CC1,s_27____9580842____10803818,366.5,3.810028481333332,6,6,3,698,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423a00>,<rdkit.Chem.rdchem.Mol object at 0x177c52490>
<rdkit.Chem.rdchem.Mol object at 0x16937c890>,CC(O)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCOC1,s_27____16718264____10803818,368.4,1.9605309463333336,6,7,4,685,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423a70>,<rdkit.Chem.rdchem.Mol object at 0x177c52500>
<rdkit.Chem.rdchem.Mol object at 0x16937de00>,c1ccc(Nc2nc(NCCOCC3CCCC3)nc3nc[nH]c23)cc1,s_27____10890984____10803818,352.4,3.4696847429999997,8,6,3,707,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423ae0>,<rdkit.Chem.rdchem.Mol object at 0x177c52570>
<rdkit.Chem.rdchem.Mol object at 0x15e4471b0>,CC1(C)CCCOC1CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____15075560____10803818,366.5,3.5130367566666663,6,6,3,271,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423b50>,<rdkit.Chem.rdchem.Mol object at 0x177c525e0>
<rdkit.Chem.rdchem.Mol object at 0x169b6fed0>,CCO[C@@H]1CCCCC[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____14787706____10803818,366.5,4.015815696000001,6,6,3,1203,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423bc0>,<rdkit.Chem.rdchem.Mol object at 0x175429ee0>
<rdkit.Chem.rdchem.Mol object at 0x15e405a10>,CCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,s_27____17762726____10803818,366.5,3.879817339666667,7,6,3,115,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423c30>,<rdkit.Chem.rdchem.Mol object at 0x175428660>
<rdkit.Chem.rdchem.Mol object at 0x169b6e490>,CC1(OCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCC1,s_27____13599068____10803818,352.4,3.435248674666667,7,6,3,1177,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423ca0>,<rdkit.Chem.rdchem.Mol object at 0x175428820>
<rdkit.Chem.rdchem.Mol object at 0x169b6e570>,COC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCCCC1,s_27____16919926____10803818,380.5,4.412146714999999,6,6,3,1178,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423d10>,<rdkit.Chem.rdchem.Mol object at 0x1754286d0>
<rdkit.Chem.rdchem.Mol object at 0x169b6e8f0>,CC1COCC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)O1,s_27____25523224____10803818,354.4,2.1177715216666666,6,7,3,1182,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423d80>,<rdkit.Chem.rdchem.Mol object at 0x175428900>
<rdkit.Chem.rdchem.Mol object at 0x15e405380>,O[C@H]1[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)COC12CCC2,m_27____21000918____10803818,352.4,1.8917792396666664,4,7,4,108,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423df0>,<rdkit.Chem.rdchem.Mol object at 0x1754287b0>
<rdkit.Chem.rdchem.Mol object at 0x169b6f220>,CN1CCC(C(C)(O)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25525338____10803818,381.5,1.9845942499999991,6,7,4,1192,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423e60>,<rdkit.Chem.rdchem.Mol object at 0x1754289e0>
<rdkit.Chem.rdchem.Mol object at 0x169b6f4c0>,c1ccc(Nc2nc(N[C@H]3CC[C@@H](OC4CCCC4)C3)nc3nc[nH]c23)cc1,s_27____26263090____10803818,378.5,3.739963352,6,6,3,1194,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423ed0>,<rdkit.Chem.rdchem.Mol object at 0x175428890>
<rdkit.Chem.rdchem.Mol object at 0x169b6f840>,CC1(C)OC2(CNc3nc(Nc4ccccc4)c4[nH]cnc4n3)CCC1CC2,s_27____20031114____10803818,378.5,3.667032356333333,5,6,3,1197,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423f40>,<rdkit.Chem.rdchem.Mol object at 0x175428970>
<rdkit.Chem.rdchem.Mol object at 0x169b88270>,CC1(C)CCC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)O1,s_27____25523896____10803818,352.4,3.022646108333334,6,6,3,1206,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428040>,<rdkit.Chem.rdchem.Mol object at 0x175428ac0>
<rdkit.Chem.rdchem.Mol object at 0x15e405cb0>,CC(CC1CCCCO1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,m_27____25526212____10803818,352.4,3.186638105,6,6,3,118,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754280b0>,<rdkit.Chem.rdchem.Mol object at 0x175428ba0>
<rdkit.Chem.rdchem.Mol object at 0x15e404ba0>,CC1CC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC(C)O1,s_27____9876646____10803818,366.5,3.468497477333333,6,6,3,100,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428120>,<rdkit.Chem.rdchem.Mol object at 0x175428a50>
<rdkit.Chem.rdchem.Mol object at 0x169b886d0>,COCC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)COC,s_27____25520938____10803818,356.4,2.193960367999999,9,7,3,1211,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428190>,<rdkit.Chem.rdchem.Mol object at 0x17542a110>
<rdkit.Chem.rdchem.Mol object at 0x15e404740>,c1ccc(Nc2nc(NCC3(CC4CC4)CCOCC3)nc3nc[nH]c23)cc1,s_27____25810066____10803818,378.5,3.359163866666666,7,6,3,95,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428200>,<rdkit.Chem.rdchem.Mol object at 0x175428b30>
<rdkit.Chem.rdchem.Mol object at 0x15e404660>,CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOC1,s_27____25523762____10803818,352.4,3.0117061693333325,6,6,3,94,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428270>,<rdkit.Chem.rdchem.Mol object at 0x17542a1f0>
<rdkit.Chem.rdchem.Mol object at 0x169b88cf0>,COC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOCC1,s_27____20762476____10803818,382.5,2.5621007229999995,7,7,3,1217,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754282e0>,<rdkit.Chem.rdchem.Mol object at 0x17542a420>
<rdkit.Chem.rdchem.Mol object at 0x169b89bd0>,CC(C)(C)C(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)OCCO,s_27____15111506____10803818,370.5,2.7919392236666662,9,7,4,1233,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428350>,<rdkit.Chem.rdchem.Mol object at 0x17542a180>
<rdkit.Chem.rdchem.Mol object at 0x169b89d90>,OCCN(CC1CCCCC1)c1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25457226____10803818,366.5,3.9063926356666663,7,6,3,1235,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754283c0>,<rdkit.Chem.rdchem.Mol object at 0x17542a650>
<rdkit.Chem.rdchem.Mol object at 0x15e3e7ed0>,CO[C@H]1[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)COC1(C)C,m_27____18799958____10803818,354.4,2.3981555210000005,5,7,3,87,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428430>,<rdkit.Chem.rdchem.Mol object at 0x17542a260>
<rdkit.Chem.rdchem.Mol object at 0x15e405af0>,CCOC1CCC(C(C)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,m_27____25526274____10803818,380.5,3.991019872333331,7,6,3,116,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754284a0>,<rdkit.Chem.rdchem.Mol object at 0x17542a730>
<rdkit.Chem.rdchem.Mol object at 0x15e405f50>,CC1(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCOCC1,s_27____25523686____10803818,352.4,2.935394547999999,6,6,3,120,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428510>,<rdkit.Chem.rdchem.Mol object at 0x17542a570>
<rdkit.Chem.rdchem.Mol object at 0x15e428350>,c1ccc(Nc2nc(NCC3CCC4COCCC4O3)nc3nc[nH]c23)cc1,s_27____25521532____10803818,380.5,2.271282647333333,5,7,3,157,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175428580>,<rdkit.Chem.rdchem.Mol object at 0x17542a810>
<rdkit.Chem.rdchem.Mol object at 0x169b6c890>,CCC(CC)C1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO1,s_27____8366568____10803818,380.5,4.001339320333332,7,6,3,1147,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754285f0>,<rdkit.Chem.rdchem.Mol object at 0x17542a6c0>
